European Return Order containing the main elements of the return decision.
Article 21(5),Member States must either establish in national law the method of communication with the third-country nationals and the point in time at which the communication is considered received by and notified to the third- country national or make use of digital system developed and/or supported by the EU for the purpose of such communication.,Member States,Notification,Data
Article 36(4),Information about the outcome of the request for confirmation of nationality and the travel document obtained must be uploaded in the Schengen Information System by the competent authority concerned. Such information and travel document must be made available to the competent authorities of other Member States upon request.,Member States,Recording of data,Data
