Digital solution,Reference(s ) to the requiremen t(s),Main mandated functionaliti es,Responsible body,How is accessibility catered for?,How is reusability considered?,Use of AI technologies (if applicable)
"Digital systems for managing return, readmission and reintegration of third- country nationals.",Article 42(1)(d),"Such systems should manage return, readmission and reintegration of third- country nationals.",Member States,Such systems should be accessible to Member State's competent authorities.,"Sharing and reuse of data will be detailed in the separate initiative on digitalisation of case management in the area of return, readmission and reintegration .",n/a
