Type of data,Reference(s) to the requirement,Standard and/or specification (if applicable)
"Non-financial commercial real estate statistics, covering the following indicators: (a) Building permits (number of dwellings, usable floor area) (b) Construction starts and work completions (usable floor area) (c) Commercial real estate price indices (d) Commercial real estate rent indices (e) Value of transactions of commercial real estate.",Article 3; Article 4(1); Article 4(2); Article 4(3); Article 5 Article 6,"Variables set out in the Annex to this Regulation; By means of Commission implementing acts, additional elements of the data to be transmitted by Member States to Eurostat will be defined as specified in Article 5 paragraph 4."
