Reference to the requirement,Requirement description,Actor affected or concerned by the requirement,High-level Processes,Category
Article 1(2) and Annex,"Reporting levels (i.e. individual fishing vessels to Member States), frequencies and triggers, as well as codes for catches of certain fish stocks in relation to the existing reporting requirements under the ‘Fisheries Control Regulation’ (Council Regulation (EC) No 1224/2009)","European Commission, flag Member States, RFMOs Secretariats (in certain cases)","Data submission, reporting",Data
