Digital public service or category of digital public services,Description,Reference(s) to the requirement(s),Interoperable Europe Solution(s) (NOT APPLICABLE),Other interoperability solution(s)
Statistical Services,Transmission and dissemination of non- financial commercial real estate statistics,Article 5; Article 6,Not applicable,"Eurostat maintains a single-entry point (eDAMIS) that is used by NSIs and other national authorities to transmit data to Eurostat. European statistics are disseminated in a publicly available, cost- free database available on Eurostat’s website."
