Digital public service or category of digital public services,Description,Reference(s) to the requirement(s),Interoperable Europe Solution(s)(NOT APPLICABLE),Other interoperability solution(s)
Immigration services,Competent authorities in charge of enforcing the rules on return.,"Article 42(1)(d), Article 7(7), Article 21(5), Article 36(4).",n/a,"The interoperability of the digital case management system referred to in the present initiative will be detailed in a separate initiative on digitalisation of case management in the area of return, readmission and reintegration."
